"host_id","host_name","host_url","host_total_listings_count","number_of_reviews","dirty_review_count","review_scores_cleanliness_clean","review_scores_rating_clean"
"5023498",Kalana,https://www.airbnb.com/users/show/5023498,"2","150",6,4.61,4.71
"52183960",Michael & Bethany,https://www.airbnb.com/users/show/52183960,"1"," ""Kitchen""",6,0.0,0.0
"53199312",Zamena,https://www.airbnb.com/users/show/53199312,"2","113",6,4.81,4.82
"5369117",Rosa,https://www.airbnb.com/users/show/5369117,"3","83",6,4.7,4.6
"5561816",Caitlin,https://www.airbnb.com/users/show/5561816,"2","268",6,4.91,4.84
"5586949",S & G,https://www.airbnb.com/users/show/5586949,"2","365",6,4.94,4.93
"55948559",Barry,https://www.airbnb.com/users/show/55948559,"9","182",6,4.93,4.87
"5787701",Christine,https://www.airbnb.com/users/show/5787701,"2","94",6,4.68,4.68
"58076069",Rochel,https://www.airbnb.com/users/show/58076069,"1","73",6,4.9,4.85
"65304194",Janelle,https://www.airbnb.com/users/show/65304194,"2","178",6,4.82,4.76
"6531502",Shannon And Dahrehn,https://www.airbnb.com/users/show/6531502,"2","170",6,4.6,4.74
"68139551",Kamil,https://www.airbnb.com/users/show/68139551,"3","73",6,4.64,4.52
"6949940",Beata,https://www.airbnb.com/users/show/6949940,"1","145",6,4.86,4.78
"720558",Sara,https://www.airbnb.com/users/show/720558,"2","118",6,4.42,4.6
"739499",Donna,https://www.airbnb.com/users/show/739499,"1","211",6,4.94,4.88
"74857",Starlee,https://www.airbnb.com/users/show/74857,"1","61",6,3.53,4.49
"791287",Giancarlo,https://www.airbnb.com/users/show/791287,"2","191",6,4.56,4.65
"826459",Jane,https://www.airbnb.com/users/show/826459,"2","262",6,4.83,4.81
"8335875",Mr. W,https://www.airbnb.com/users/show/8335875,"3","68",6,4.78,4.76
"8452639",C S,https://www.airbnb.com/users/show/8452639,"5","100",6,4.69,4.68
"8951256",Solomon,https://www.airbnb.com/users/show/8951256,"2","43",6,4.78,4.65
"9524360",Michael,https://www.airbnb.com/users/show/9524360,"2","278",6,4.9,4.92
"9532490",Alexandra,https://www.airbnb.com/users/show/9532490,"5","68",6,4.31,4.54
"9864136",Anthony,https://www.airbnb.com/users/show/9864136,"39","57",6,4.05,4.3
"10302140",Zandy,https://www.airbnb.com/users/show/10302140,"1","54",5,4.59,4.78
"10656683",Lorna,https://www.airbnb.com/users/show/10656683,"5","90",5,4.9,4.81
"10661536",Edgar,https://www.airbnb.com/users/show/10661536,"1","87",5,4.62,4.69
"10992588",Joni,https://www.airbnb.com/users/show/10992588,"3","328",5,4.88,4.84
"116599",Sahr,https://www.airbnb.com/users/show/116599,"5","13",5,4.82,5.0
"1217241",Dee,https://www.airbnb.com/users/show/1217241,"1","421",5,4.91,4.84
"1267021",Sharma,https://www.airbnb.com/users/show/1267021,"7","32",5,4.13,4.46
"12859795",Jeff,https://www.airbnb.com/users/show/12859795,"4","185",5,4.58,4.82
"1286417",Omri,https://www.airbnb.com/users/show/1286417,"1","161",5,4.96,4.92
"1289936",Jhon,https://www.airbnb.com/users/show/1289936,"1","172",5,4.9,4.94
"13337141",Aurea,https://www.airbnb.com/users/show/13337141,"1","121",5,4.71,4.76
"13524368",Richard,https://www.airbnb.com/users/show/13524368,"15","232",5,4.92,4.74
"1384559",C,https://www.airbnb.com/users/show/1384559,"5"," ""Building staff""",5,0.0,0.0
"14084903",Polina,https://www.airbnb.com/users/show/14084903,"1","327",5,4.97,4.97
"1420868",Oksana,https://www.airbnb.com/users/show/1420868,"1","56",5,4.88,4.79
"14214034",Desmar,https://www.airbnb.com/users/show/14214034,"2","143",5,4.42,4.48
"14759766",Jerry,https://www.airbnb.com/users/show/14759766,"5","214",5,4.94,4.91
"15175378",Missy & Julien,https://www.airbnb.com/users/show/15175378,"2"," ""Essentials""",5,0.0,0.0
"15441931",Aaron,https://www.airbnb.com/users/show/15441931,"1","129",5,4.83,4.9
"1559494",Hill,https://www.airbnb.com/users/show/1559494,"6","127",5,4.36,4.51
"16151285",Carol,https://www.airbnb.com/users/show/16151285,"7","78",5,4.51,4.38
"16437254",Benjamin,https://www.airbnb.com/users/show/16437254,"26","10",5,4.6,4.4
"168525",Gus,https://www.airbnb.com/users/show/168525,"2","94",5,4.65,4.82
"172672",Tara,https://www.airbnb.com/users/show/172672,"1","44",5,3.9,4.52
"17430718",Natasha,https://www.airbnb.com/users/show/17430718,"2","94",5,4.21,4.2
"18999923",Guirlaine,https://www.airbnb.com/users/show/18999923,"2","166",5,4.75,4.73
"19250606",Sylvia,https://www.airbnb.com/users/show/19250606,"1","168",5,4.83,4.75
"2017752",Jeruschka,https://www.airbnb.com/users/show/2017752,"2"," ""Shampoo""",5,0.0,0.0
"21090508",Jarad,https://www.airbnb.com/users/show/21090508,"5","27",5,4.27,4.67
"21091779",Caroline,https://www.airbnb.com/users/show/21091779,"8","140",5,4.88,4.6
"213020",Robert,https://www.airbnb.com/users/show/213020,"3","176",5,4.59,4.76
"21986616",Valentina,https://www.airbnb.com/users/show/21986616,"3","71",5,4.71,4.69
"22158091",Marjorie,https://www.airbnb.com/users/show/22158091,"2","209",5,4.91,4.78
"2269517",Rob&Elle,https://www.airbnb.com/users/show/2269517,"1","293",5,4.99,4.98
"23046908",Melissa,https://www.airbnb.com/users/show/23046908,"1","14",5,4.77,4.92
"23178728",Sabina,https://www.airbnb.com/users/show/23178728,"3","148",5,4.89,4.8
"23619",Anna/Fonzy,https://www.airbnb.com/users/show/23619,"12","92",5,4.05,4.23
"24109763",Tang,https://www.airbnb.com/users/show/24109763,"6"," ""Shampoo""",5,0.0,0.0
"2446219",Biren,https://www.airbnb.com/users/show/2446219,"2","234",5,4.96,4.88
"24559181",Aldi,https://www.airbnb.com/users/show/24559181,"3","238",5,4.95,4.85
"255597",Cassandra,https://www.airbnb.com/users/show/255597,"1","137",5,4.88,4.83
"2558779",Marina,https://www.airbnb.com/users/show/2558779,"4","69",5,4.65,4.67
"262812",Vikram,https://www.airbnb.com/users/show/262812,"2"," ""Shampoo""",5,0.0,0.0
"26377263",Stat,https://www.airbnb.com/users/show/26377263,"96","9",5,4.44,4.22
"265109",Nazleen,https://www.airbnb.com/users/show/265109,"2","237",5,4.59,4.67
"27974744",Cara,https://www.airbnb.com/users/show/27974744,"3","246",5,4.76,4.87
"287733",David,https://www.airbnb.com/users/show/287733,"3","106",5,4.6,4.85
"292630",Mich,https://www.airbnb.com/users/show/292630,"8","165",5,4.37,4.53
"295544",Amanda,https://www.airbnb.com/users/show/295544,"3", Writer,5,0.0,0.0
"29877911",Saadia,https://www.airbnb.com/users/show/29877911,"2","43",5,4.67,4.57
"304385565",Waleska,https://www.airbnb.com/users/show/304385565,"2","158",5,4.42,4.8
"3056690",Gilberto,https://www.airbnb.com/users/show/3056690,"1"," ensuite bath<br /><br />Bedroom #2: Queen bed<br /><br />Bedroom #3: Two twin beds<br /><br />Comfortably sleep 6 adults.<br /><br /><b>Guest access</b><br />Entire apartment.,We’re located in the Carnegie Hill portion of the Upper East Side of Manhattan. <br />Facts: <br />- The closest subway station is 1 block away on 96th Street and 2nd Avenue.  The ride to midtown/Time Square area is 10-15 mins.  <br />- Central Park is 4 blocks away",5,0.0,0.0
"30848788",Jamie,https://www.airbnb.com/users/show/30848788,"2","59",5,4.59,4.73
"3237504",Aspen,https://www.airbnb.com/users/show/3237504,"1","52",5,3.75,4.5
"3259274",Hannah,https://www.airbnb.com/users/show/3259274,"2","83",5,4.46,4.52
"3370705",Valentin,https://www.airbnb.com/users/show/3370705,"4","133",5,4.52,4.47
"3447309",Mie,https://www.airbnb.com/users/show/3447309,"2","85",5,4.71,4.88
"347642",Jullien,https://www.airbnb.com/users/show/347642,"17","199",5,4.73,4.58
"3558158",Natalie,https://www.airbnb.com/users/show/3558158,"4","119",5,4.38,4.45
"36841",Irene,https://www.airbnb.com/users/show/36841,"1","228",5,4.95,4.96
"38068387",Xolie,https://www.airbnb.com/users/show/38068387,"6","67",5,4.27,4.15
"38388018",Ruth,https://www.airbnb.com/users/show/38388018,"1","82",5,4.11,4.53
"389899",Maria,https://www.airbnb.com/users/show/389899,"4","215",5,4.81,4.76
"40100",Nicole,https://www.airbnb.com/users/show/40100,"1","314",5,4.85,4.88
"40108557",Yolima,https://www.airbnb.com/users/show/40108557,"1","246",5,4.95,4.93
"40371157",Jimmy,https://www.airbnb.com/users/show/40371157,"2","182",5,4.83,4.55
"4271676",Nat,https://www.airbnb.com/users/show/4271676,"3","177",5,4.83,4.8
"4348003",Bob,https://www.airbnb.com/users/show/4348003,"2","53",5,4.02,4.26
"44924379",Roland,https://www.airbnb.com/users/show/44924379,"3","196",5,4.51,4.58
"45416627",Lolita,https://www.airbnb.com/users/show/45416627,"10","178",5,4.75,4.67
"4701443",Christina,https://www.airbnb.com/users/show/4701443,"2"," ""Board games""",5,0.0,0.0
"49123284",Kyriaki,https://www.airbnb.com/users/show/49123284,"2","143",5,4.65,4.62
"4938247",Kevin,https://www.airbnb.com/users/show/4938247,"1","175",5,4.55,4.65
"497672",Cynthia And  Charlie,https://www.airbnb.com/users/show/497672,"5","173",5,4.4,4.48
"52705961",Harish,https://www.airbnb.com/users/show/52705961,"2","159",5,4.55,4.69
"5283769",Donna,https://www.airbnb.com/users/show/5283769,"2","163",5,4.76,4.86
"5435208",Rose,https://www.airbnb.com/users/show/5435208,"5","138",5,4.76,4.77
"551055",Alicia,https://www.airbnb.com/users/show/551055,"4","442",5,4.78,4.86
"5738733",Elizabeth,https://www.airbnb.com/users/show/5738733,"1"," ""Free street parking""",5,0.0,0.0
"57954654",Olu,https://www.airbnb.com/users/show/57954654,"1","183",5,4.97,4.91
"580009",Timothy,https://www.airbnb.com/users/show/580009,"2","80",5,4.9,4.93
"5837033",Mark,https://www.airbnb.com/users/show/5837033,"1","162",5,4.88,4.9
"5999440",Gaetano,https://www.airbnb.com/users/show/5999440,"2","214",5,4.9,4.9
"59996301",Joseph,https://www.airbnb.com/users/show/59996301,"3","107",5,4.77,4.65
"62359474",Brandon,https://www.airbnb.com/users/show/62359474,"1","126",5,4.97,4.97
"63588",Dimitri,https://www.airbnb.com/users/show/63588,"4","154",5,4.93,4.93
"64522",Ariel,https://www.airbnb.com/users/show/64522,"2","237",5,4.77,4.76
"663517",D,https://www.airbnb.com/users/show/663517,"2","175",5,4.9,4.87
"680818",Jessica,https://www.airbnb.com/users/show/680818,"1","80",5,4.22,4.36
"683230",Thomas,https://www.airbnb.com/users/show/683230,"19","113",5,4.57,4.75
"68787921",Hurriyet Aydın /,https://www.airbnb.com/users/show/68787921,"8","78",5,4.12,4.4
"69942",Victoria,https://www.airbnb.com/users/show/69942,"3","148",5,4.26,4.41
"7145048",Charles,https://www.airbnb.com/users/show/7145048,"6","374",5,4.84,4.85
"8261208",Shakima,https://www.airbnb.com/users/show/8261208,"1","67",5,4.93,4.76
"867249",Norwin,https://www.airbnb.com/users/show/867249,"1","217",5,4.71,4.75
"8811222",Claudia,https://www.airbnb.com/users/show/8811222,"3","202",5,4.75,4.77
"9107715",Michele,https://www.airbnb.com/users/show/9107715,"1","31",5,3.79,4.28
"942252",Kimberly,https://www.airbnb.com/users/show/942252,"2","394",5,4.97,4.93
"9430366",Sharon And Ronn,https://www.airbnb.com/users/show/9430366,"3","184",5,4.96,4.9
"9947332",Lorelei & Alex,https://www.airbnb.com/users/show/9947332,"1","315",5,4.85,4.81
"10383481",Bradley,https://www.airbnb.com/users/show/10383481,"2","174",4,4.65,4.73
"10643341",Rt,https://www.airbnb.com/users/show/10643341,"2","57",4,4.91,4.8
"107628",Dena,https://www.airbnb.com/users/show/107628,"2","190",4,4.67,4.75
"11134859",Anthony,https://www.airbnb.com/users/show/11134859,"1","52",4,3.98,4.38
"11481",Annette,https://www.airbnb.com/users/show/11481,"11","188",4,4.78,4.63
"1153993",Anton,https://www.airbnb.com/users/show/1153993,"1","35",4,4.74,4.79
"1163315",Craig,https://www.airbnb.com/users/show/1163315,"14","387",4,4.82,4.85
"11847492",Steve,https://www.airbnb.com/users/show/11847492,"2","274",4,4.94,4.92
"1220404",Tom,https://www.airbnb.com/users/show/1220404,"3","147",4,4.58,4.53
"12556197",Rez,https://www.airbnb.com/users/show/12556197,"2","49",4,4.46,4.81
"13306655",Hugo,https://www.airbnb.com/users/show/13306655,"1"," ""Free parking on premises""",4,0.0,0.0
"14019268",Seth,https://www.airbnb.com/users/show/14019268,"2"," ""Kitchen""",4,0.0,0.0
"1420300",Gordy,https://www.airbnb.com/users/show/1420300,"3", 5,4,0.0,0.0
"1443186",Ash,https://www.airbnb.com/users/show/1443186,"3","148",4,4.67,4.75
"1443812",Luciana,https://www.airbnb.com/users/show/1443812,"4","416",4,4.96,4.92
"14600914",Greg,https://www.airbnb.com/users/show/14600914,"1","154",4,4.75,4.82
"15105912",Maribel,https://www.airbnb.com/users/show/15105912,"1","301",4,4.98,4.97
"1523018",T,https://www.airbnb.com/users/show/1523018,"4","156",4,4.59,4.76
"1570170",Kristina,https://www.airbnb.com/users/show/1570170,"2","300",4,4.7,4.82
"158284",Karene,https://www.airbnb.com/users/show/158284,"1","141",4,4.9,4.91
"16106756",Michael,https://www.airbnb.com/users/show/16106756,"2","298",4,4.98,4.95
"16186604",Edward,https://www.airbnb.com/users/show/16186604,"2","205",4,4.89,4.89
"16425715",Soon,https://www.airbnb.com/users/show/16425715,"1","181",4,4.96,4.97
"16500110",Irena,https://www.airbnb.com/users/show/16500110,"1","171",4,4.91,4.75
"170510",Renée,https://www.airbnb.com/users/show/170510,"4","337",4,4.82,4.71
"1810885",Alex,https://www.airbnb.com/users/show/1810885,"6","78",4,4.35,4.64
"18562674",Belkis,https://www.airbnb.com/users/show/18562674,"2","107",4,4.75,4.78
"19758179",Telmo,https://www.airbnb.com/users/show/19758179,"6","129",4,4.43,4.4
"198411",Anastasia,https://www.airbnb.com/users/show/198411,"4","126",4,4.72,4.64
"2015914",Majar,https://www.airbnb.com/users/show/2015914,"10","73",4,4.4,4.58
"2052361",Katya,https://www.airbnb.com/users/show/2052361,"3","70",4,4.77,4.78
"2124716",Jules,https://www.airbnb.com/users/show/2124716,"1","100",4,4.49,4.53
"21475",Milan,https://www.airbnb.com/users/show/21475,"1","127",4,4.91,4.89
"220001",Gordon,https://www.airbnb.com/users/show/220001,"2","281",4,4.74,4.71
"22616989",Don,https://www.airbnb.com/users/show/22616989,"1","88",4,4.4,4.55
"2270624",N.Y.,https://www.airbnb.com/users/show/2270624,"3","170",4,4.88,4.85
"23423519",Vanessa,https://www.airbnb.com/users/show/23423519,"1","81",4,4.49,4.54
"2413714",Wilfredo,https://www.airbnb.com/users/show/2413714,"3","124",4,4.55,4.5
"24268565",Daniel,https://www.airbnb.com/users/show/24268565,"1"," ""Security cameras on property""",4,0.0,0.0
"2496464",Monica,https://www.airbnb.com/users/show/2496464,"1","87",4,4.61,4.63
"25168888",Svjetlana,https://www.airbnb.com/users/show/25168888,"5","40",4,4.98,4.85
"25404246",Stacey,https://www.airbnb.com/users/show/25404246,"1","163",4,4.78,4.71
"2582890",Kim,https://www.airbnb.com/users/show/2582890,"1"," ""Heating""",4,0.0,0.0
"2637408",Chris,https://www.airbnb.com/users/show/2637408,"3","218",4,4.92,4.96
"2645592",De & Claudia,https://www.airbnb.com/users/show/2645592,"3","74",4,4.76,4.65
"2707053",Kathleen,https://www.airbnb.com/users/show/2707053,"1","36",4,4.45,4.58
"2714997",Shirly,https://www.airbnb.com/users/show/2714997,"2","76",4,4.63,4.78
"2723812",Libertad,https://www.airbnb.com/users/show/2723812,"4","75",4,4.52,4.56
"281229",Alicia,https://www.airbnb.com/users/show/281229,"2","234",4,4.89,4.86
"2831384",Mustafa,https://www.airbnb.com/users/show/2831384,"2","331",4,4.93,4.9
"2845",Jennifer,https://www.airbnb.com/users/show/2845,"9","49",4,4.63,4.68
"29003805",Kimmy,https://www.airbnb.com/users/show/29003805,"2","39",4,4.59,4.82
"2902266",Kate,https://www.airbnb.com/users/show/2902266,"1","35",4,4.74,4.81
"29499028",Nile,https://www.airbnb.com/users/show/29499028,"1","65",4,4.69,4.75
"30283594",Global Luxury Suites,https://www.airbnb.com/users/show/30283594,"679","2",4,3.5,3.0
"31150792",Micah,https://www.airbnb.com/users/show/31150792,"2","163",4,4.56,4.63
"31241183",Lilian,https://www.airbnb.com/users/show/31241183,"3","41",4,4.9,4.93
"31921385",Jose,https://www.airbnb.com/users/show/31921385,"1","27",4,4.93,4.89
"3201337",Diego,https://www.airbnb.com/users/show/3201337,"3","110",4,4.59,4.75
"320761",Valerie,https://www.airbnb.com/users/show/320761,"1","56",4,4.84,4.67
"3375455",Maria,https://www.airbnb.com/users/show/3375455,"3","82",4,4.79,4.72
"3551179",Veralisa,https://www.airbnb.com/users/show/3551179,"3","28",4,4.79,4.89
"36119026",Mila,https://www.airbnb.com/users/show/36119026,"1","44",4,4.75,4.59
"36242220",Carmen,https://www.airbnb.com/users/show/36242220,"2","231",4,4.76,4.77
"363834",Jennifer,https://www.airbnb.com/users/show/363834,"2","58",4,4.56,4.82
"3738130",Andrea,https://www.airbnb.com/users/show/3738130,"9","89",4,4.6,4.54
"37740031",Wing,https://www.airbnb.com/users/show/37740031,"1","399",4,4.98,4.97
"3831783",Shahar,https://www.airbnb.com/users/show/3831783,"1","82",4,4.84,4.71
"38378985",Rebekah,https://www.airbnb.com/users/show/38378985,"1","168",4,4.95,4.93
"39260",Mat,https://www.airbnb.com/users/show/39260,"1","121",4,4.82,4.76
"39335488",Mirlande,https://www.airbnb.com/users/show/39335488,"1","150",4,4.92,4.8
"3955766",Emily,https://www.airbnb.com/users/show/3955766,"1","114",4,4.71,4.67
"3959655",Eric And Aoife,https://www.airbnb.com/users/show/3959655,"7","59",4,4.75,4.8
"39760852",Dan,https://www.airbnb.com/users/show/39760852,"5","148",4,4.66,4.74
"40221604",John,https://www.airbnb.com/users/show/40221604,"8","126",4,4.5,4.59
"40236384",Oates,https://www.airbnb.com/users/show/40236384,"2","35",4,3.83,4.43
"4031913",Sheena,https://www.airbnb.com/users/show/4031913,"1","194",4,4.94,4.89
"4049004",Poppy,https://www.airbnb.com/users/show/4049004,"1","175",4,4.76,4.79
"4185984",Greer,https://www.airbnb.com/users/show/4185984,"1","93",4,4.5,4.53
"4194830",Stephanie,https://www.airbnb.com/users/show/4194830,"2","17",4,4.31,4.44
"4265630",Nowme And Ra,https://www.airbnb.com/users/show/4265630,"3","67",4,4.46,4.52
"42814202",Rosa,https://www.airbnb.com/users/show/42814202,"9","71",4,4.56,4.61
"44223203",Mike,https://www.airbnb.com/users/show/44223203,"1","38",4,4.7,4.78
"44850669",Taft,https://www.airbnb.com/users/show/44850669,"2","70",4,4.86,4.84
"45601111",Dlb,https://www.airbnb.com/users/show/45601111,"9","76",4,4.43,4.26
"46222477",Karoliina,https://www.airbnb.com/users/show/46222477,"1","61",4,4.82,4.7
"4676971",Elisabeth,https://www.airbnb.com/users/show/4676971,"3","85",4,4.79,4.82
"47022650",Jillian,https://www.airbnb.com/users/show/47022650,"5","81",4,4.84,4.79
"47219962",Babajide,https://www.airbnb.com/users/show/47219962,"2","152",4,4.79,4.69
"47266834",Mary,https://www.airbnb.com/users/show/47266834,"1","50",4,5.0,4.92
"48726094",Antonia,https://www.airbnb.com/users/show/48726094,"2","203",4,4.77,4.65
"489400",O'Dell,https://www.airbnb.com/users/show/489400,"2"," ""Shower gel""",4,0.0,0.0
"4906960",Laura,https://www.airbnb.com/users/show/4906960,"1","69",4,4.62,4.65
"50539477",Brian,https://www.airbnb.com/users/show/50539477,"3","85",4,4.87,4.87
"5067409",Ni,https://www.airbnb.com/users/show/5067409,"2","18",4,4.35,4.47
"5117939",Shanti,https://www.airbnb.com/users/show/5117939,"2","228",4,4.73,4.68
"51262617",Sandra,https://www.airbnb.com/users/show/51262617,"1","123",4,4.64,4.87
"520189",Andre,https://www.airbnb.com/users/show/520189,"2","118",4,4.62,4.75
"52862385",The Mahogany Suite(Studio Apartment,https://www.airbnb.com/users/show/52862385,"4","143",4,4.94,4.94
"5368671",Kevin,https://www.airbnb.com/users/show/5368671,"1","60",4,4.33,4.68
"53773419",Wesleyan,https://www.airbnb.com/users/show/53773419,"2","34",4,3.97,4.28
"55338628",Idy,https://www.airbnb.com/users/show/55338628,"3","89",4,4.9,4.81
"55841172",Ifeoma,https://www.airbnb.com/users/show/55841172,"2","46",4,4.66,4.61
"5641042",Livia,https://www.airbnb.com/users/show/5641042,"3","152",4,4.93,4.9
"568103",Liah,https://www.airbnb.com/users/show/568103,"4","53",4,4.6,4.64
"57101",Maribel & Carolina,https://www.airbnb.com/users/show/57101,"2"," ""Hot water""",4,0.0,0.0
"57305837",Yair,https://www.airbnb.com/users/show/57305837,"1","249",4,4.93,4.96
"57460097",Pengfei,https://www.airbnb.com/users/show/57460097,"2","90",4,4.5,4.55
"57648603",Shpresa,https://www.airbnb.com/users/show/57648603,"1","71",4,4.71,4.76
"5851210",Amy,https://www.airbnb.com/users/show/5851210,"2","242",4,4.91,4.83
"586409",Ahmed,https://www.airbnb.com/users/show/586409,"2"," ""Private patio or balcony""",4,0.0,0.0
"5894425",Dan,https://www.airbnb.com/users/show/5894425,"1","95",4,4.95,4.94
"59922151",Pierce,https://www.airbnb.com/users/show/59922151,"1","341",4,4.99,4.98
"61999615",Cindy,https://www.airbnb.com/users/show/61999615,"2","66",4,4.7,4.74
"653405",Tracy,https://www.airbnb.com/users/show/653405,"1","145",4,4.76,4.84
"67778",Doug,https://www.airbnb.com/users/show/67778,"5","339",4,4.92,4.9
"68428",Tye And Etienne,https://www.airbnb.com/users/show/68428,"2","63",4,4.81,4.89
"6957798",Charisse,https://www.airbnb.com/users/show/6957798,"1","377",4,4.81,4.73
"7112116",Ty,https://www.airbnb.com/users/show/7112116,"2","50",4,4.84,4.88
"718349",B.,https://www.airbnb.com/users/show/718349,"6","269",4,4.49,4.74
"7356",Garon,https://www.airbnb.com/users/show/7356,"2","60",4,3.91,4.56
"738918",Birgitta,https://www.airbnb.com/users/show/738918,"4","153",4,4.73,4.83
"7490",MaryEllen,https://www.airbnb.com/users/show/7490,"5","118",4,4.82,4.91
"7503643",Vida,https://www.airbnb.com/users/show/7503643,"52","14",4,4.93,4.93
"7537442",Loydeen,https://www.airbnb.com/users/show/7537442,"3","45",4,4.24,4.51
"780477",Donavan,https://www.airbnb.com/users/show/780477,"3","126",4,4.93,4.86
"806774",Ali & SweetPea,https://www.airbnb.com/users/show/806774,"2","98",4,4.22,4.64
"8490286",Jan,https://www.airbnb.com/users/show/8490286,"4","302",4,4.97,4.93
"85330",Jean,https://www.airbnb.com/users/show/85330,"26","69",4,4.83,4.71
"8552126",Claudius,https://www.airbnb.com/users/show/8552126,"2","149",4,4.7,4.59
"8624212",Leon,https://www.airbnb.com/users/show/8624212,"1","147",4,4.79,4.81
"909577",Jaclyn,https://www.airbnb.com/users/show/909577,"3","244",4,4.62,4.71
"9209691",Anatha Angèle,https://www.airbnb.com/users/show/9209691,"2","159",4,4.92,4.91
"10149317",Lana,https://www.airbnb.com/users/show/10149317,"18"," ""Shampoo""",3,0.0,0.0
"1018472",Angus,https://www.airbnb.com/users/show/1018472,"2"," ""Private fenced garden or backyard""",3,0.0,0.0
"10243387",Mirlet,https://www.airbnb.com/users/show/10243387,"9","51",3,4.78,4.9
"10366837",Judy,https://www.airbnb.com/users/show/10366837,"3","130",3,4.82,4.86
"10411359",Alison,https://www.airbnb.com/users/show/10411359,"1","36",3,4.44,4.65
"10764579",Kevin,https://www.airbnb.com/users/show/10764579,"6","74",3,4.71,4.7
"10771238",Justin,https://www.airbnb.com/users/show/10771238,"3","155",3,4.75,4.9
"10909829",Richelle And Pela,https://www.airbnb.com/users/show/10909829,"3","154",3,4.9,4.92
"1093220",Chavisa,https://www.airbnb.com/users/show/1093220,"4","33",3,4.14,4.59
"11071244",Nick,https://www.airbnb.com/users/show/11071244,"1","49",3,4.96,4.96
"11338827",Caty,https://www.airbnb.com/users/show/11338827,"4","5",3,3.0,3.25
"11430355",Monika,https://www.airbnb.com/users/show/11430355,"2","28",3,4.19,4.67
"11457662",Indie,https://www.airbnb.com/users/show/11457662,"3","28",3,3.65,4.12
"11458977",Robin,https://www.airbnb.com/users/show/11458977,"1","112",3,4.89,4.86
"119441",Angele,https://www.airbnb.com/users/show/119441,"5","71",3,4.73,4.8
"1207773",Trista,https://www.airbnb.com/users/show/1207773,"3"," ""Wifi""",3,0.0,0.0
"12123995",Michal,https://www.airbnb.com/users/show/12123995,"3","154",3,4.91,4.94
"12129877",Andre,https://www.airbnb.com/users/show/12129877,"2","215",3,4.73,4.66
"1229984",John,https://www.airbnb.com/users/show/1229984,"7","65",3,4.64,4.73
"1234135",Santiago,https://www.airbnb.com/users/show/1234135,"13","76",3,4.74,4.77
"1236070",Daniel,https://www.airbnb.com/users/show/1236070,"1","153",3,4.67,4.69
"125857",Uli,https://www.airbnb.com/users/show/125857,"2","118",3,4.83,4.76
"12930988",Be,https://www.airbnb.com/users/show/12930988,"2","204",3,4.59,4.53
"1302029",Bree,https://www.airbnb.com/users/show/1302029,"2","34",3,4.88,4.91
"13451102",Ronnie,https://www.airbnb.com/users/show/13451102,"2","337",3,4.68,4.74
"13792543",Gregory,https://www.airbnb.com/users/show/13792543,"3","133",3,4.91,4.86
"14103991",Ruth,https://www.airbnb.com/users/show/14103991,"39","43",3,4.31,4.57
"1413098",Min,https://www.airbnb.com/users/show/1413098,"1","310",3,4.87,4.92
"1434120",Kimyon,https://www.airbnb.com/users/show/1434120,"1","120",3,4.42,4.56
"14362471",Andy,https://www.airbnb.com/users/show/14362471,"4","157",3,4.81,4.83
"14520064",Yuval & Cece,https://www.airbnb.com/users/show/14520064,"1","194",3,4.95,4.9
"14544355",Elizabeth,https://www.airbnb.com/users/show/14544355,"1","78",3,4.94,4.92
"1488809",John,https://www.airbnb.com/users/show/1488809,"1","53",3,4.41,4.63
"14946082",Alexandra,https://www.airbnb.com/users/show/14946082,"1","172",3,4.93,4.89
"1539749",Edward,https://www.airbnb.com/users/show/1539749,"6","41",3,4.71,4.56
"15398647",Kathy,https://www.airbnb.com/users/show/15398647,"2","98",3,4.68,4.66
"16100913",Anthony,https://www.airbnb.com/users/show/16100913,"6","104",3,4.64,4.7
"1617817",Chris,https://www.airbnb.com/users/show/1617817,"1","157",3,4.75,4.75
"17266994",Tom,https://www.airbnb.com/users/show/17266994,"21", bars,3,0.0,0.0
"1732559",J,https://www.airbnb.com/users/show/1732559,"9","161",3,4.87,4.87
"1740216",Laura,https://www.airbnb.com/users/show/1740216,"2","90",3,4.68,4.78
"17571",Jane,https://www.airbnb.com/users/show/17571,"2"," ""Clothing storage: closet and dresser""",3,0.0,0.0
"17737666",Allie,https://www.airbnb.com/users/show/17737666,"2","48",3,4.35,4.58
"17739111",Christopher,https://www.airbnb.com/users/show/17739111,"2","33",3,4.13,4.6
"18008678",Clayton,https://www.airbnb.com/users/show/18008678,"2","33",3,4.76,4.88
"184755",Koray,https://www.airbnb.com/users/show/184755,"1","71",3,4.68,4.79
"1866033",Chen,https://www.airbnb.com/users/show/1866033,"1","112",3,4.73,4.74
"19692652",Benjamin,https://www.airbnb.com/users/show/19692652,"1","42",3,4.6,4.6
"2007714",Jacob,https://www.airbnb.com/users/show/2007714,"2","167",3,4.77,4.74
"21060554",Rob,https://www.airbnb.com/users/show/21060554,"1"," 'phone'],t,t,Brooklyn ",3,0.0,0.0
"22249707",Alex,https://www.airbnb.com/users/show/22249707,"1","81",3,4.76,4.78
"2248897",Roberta,https://www.airbnb.com/users/show/2248897,"1","89",3,4.88,4.81
"2349954",Mark,https://www.airbnb.com/users/show/2349954,"2","139",3,4.49,4.67
